material_id,name,formula
mp-10008,Ca7Ge (mp-10008),Ca7Ge
mp-1001011,TaO3 (mp-1001011),TaO3
mp-1001581,LiC6 (mp-1001581),LiC6
mp-10018,Ac (mp-10018),Ac
mp-1001833,InBi (mp-1001833),InBi
mp-1001925,LaC (mp-1001925),LaC
mp-10021,Ga (mp-10021),Ga
mp-1002219,TlSb (mp-1002219),TlSb
mp-1002227,RbSb (mp-1002227),RbSb
mp-1002568,MgMn2O4 (mp-1002568),MgMn2O4
mp-1002569,MgMnO2 (mp-1002569),MgMnO2
mp-1002571,NaMn2O4 (mp-1002571),NaMn2O4
mp-1004762,LiMn4O8 (mp-1004762),LiMn4O8
mp-1006112,Na3Co (mp-1006112),Na3Co
mp-10062,Ba2NdNb(CuO4)2 (mp-10062),Ba2NdNb(CuO4)2
mp-1008483,CdN (mp-1008483),CdN
mp-1008669,U (mp-1008669),U
mp-1008733,Ge (mp-1008733),Ge
mp-1008753,Ti2Al (mp-1008753),Ti2Al
mp-1008866,NaAgO (mp-1008866),NaAgO
mp-1008911,LiMnAs (mp-1008911),LiMnAs
mp-1009048,KAgO (mp-1009048),KAgO
mp-1009131,MnAs (mp-1009131),MnAs
mp-1009555,CrO2 (mp-1009555),CrO2
mp-1002572,LiMnO2 (mp-1002572),LiMnO2
mp-10033,NbS2 (mp-10033),NbS2
mp-1003312,KMn4O8 (mp-1003312),KMn4O8
mp-1003314,KMn2O4 (mp-1003314),KMn2O4
mp-1003315,LiMn4O8 (mp-1003315),LiMn4O8
mp-1003316,KMn4O8 (mp-1003316),KMn4O8
mp-1003318,CaMn16O32 (mp-1003318),CaMn16O32
mp-1003319,CaMn8O16 (mp-1003319),CaMn8O16
mp-1003320,CaMn4O8 (mp-1003320),CaMn4O8
mp-1003322,CaMnO2 (mp-1003322),CaMnO2
mp-1003402,CaMnO2 (mp-1003402),CaMnO2
mp-1003483,CaMn4O8 (mp-1003483),CaMn4O8
mp-1003484,MgMn4O8 (mp-1003484),MgMn4O8
mp-1003486,CaMnO2 (mp-1003486),CaMnO2
mp-1003549,LiMn16O32 (mp-1003549),LiMn16O32
mp-1003635,NaMn16O32 (mp-1003635),NaMn16O32
mp-1003636,NaMn4O8 (mp-1003636),NaMn4O8
mp-1003637,LiMn3O6 (mp-1003637),LiMn3O6
mp-1003638,NaMn8O16 (mp-1003638),NaMn8O16
mp-1003736,NaMn2O4 (mp-1003736),NaMn2O4
mp-1003854,KMnO2 (mp-1003854),KMnO2
mp-1003856,MgMnO2 (mp-1003856),MgMnO2
mp-1004037,CaMnO2 (mp-1004037),CaMnO2
mp-1004375,MgMn4O8 (mp-1004375),MgMn4O8
mp-1009654,CaGe2 (mp-1009654),CaGe2
mp-1009655,CaC2 (mp-1009655),CaC2
mp-10157,K (mp-10157),K
mp-10159,K3Sb (mp-10159),K3Sb
mp-1016095,LiMn2O4 (mp-1016095),LiMn2O4
mp-1016144,MgMn3O6 (mp-1016144),MgMn3O6
mp-1016152,NaMnO2 (mp-1016152),NaMnO2
mp-1016153,KMn8O16 (mp-1016153),KMn8O16
mp-1016154,MgMnO2 (mp-1016154),MgMnO2
mp-1016155,NaMn4O8 (mp-1016155),NaMn4O8
mp-1016165,LiMn8O16 (mp-1016165),LiMn8O16
mp-1016224,Mg3Cu (mp-1016224),Mg3Cu
mp-1016229,Mg3Ni (mp-1016229),Mg3Ni
mp-1016240,Mg3C (mp-1016240),Mg3C
mp-1009730,Ca2Sn (mp-1009730),Ca2Sn
mp-1009733,Ca2Si (mp-1009733),Ca2Si
mp-1009747,ScSn (mp-1009747),ScSn
mp-1009755,Ca2Ge (mp-1009755),Ca2Ge
mp-1009756,Ca2Pb (mp-1009756),Ca2Pb
mp-1009813,SiSn (mp-1009813),SiSn
mp-1011710,Mn2AlO4 (mp-1011710),Mn2AlO4
mp-1011834,Na2CoP2O7 (mp-1011834),Na2CoP2O7
mp-1012668,LiMo2P2O9 (mp-1012668),LiMo2P2O9
mp-1012678,NaMo3P3O13 (mp-1012678),NaMo3P3O13
mp-1012742,NaMn3P3O13 (mp-1012742),NaMn3P3O13
mp-1012789,LiCr3P3O13 (mp-1012789),LiCr3P3O13
mp-1012791,NaV3P3O13 (mp-1012791),NaV3P3O13
mp-1012865,LiTi3P3O13 (mp-1012865),LiTi3P3O13
mp-1012879,Li3Cr2(GeO4)3 (mp-1012879),Li3Cr2(GeO4)3
mp-1013525,VS2 (mp-1013525),VS2
mp-1013526,VS2 (mp-1013526),VS2
mp-1013542,Ca3BiN (mp-1013542),Ca3BiN
mp-1013546,Ca3Sb2 (mp-1013546),Ca3Sb2
mp-1013548,Ca3SbN (mp-1013548),Ca3SbN
mp-1013735,Ca3Bi2 (mp-1013735),Ca3Bi2
mp-1013762,LiTi2P2O9 (mp-1013762),LiTi2P2O9
mp-1013795,Li3Ge3(MoO6)2 (mp-1013795),Li3Ge3(MoO6)2
mp-1013797,Na3Ge3(MoO6)2 (mp-1013797),Na3Ge3(MoO6)2
mp-1013843,NaMo2P2O9 (mp-1013843),NaMo2P2O9
mp-1013850,LiV2P2O9 (mp-1013850),LiV2P2O9
mp-1013874,NaTi3P3O13 (mp-1013874),NaTi3P3O13
mp-1013878,LiV3P3O13 (mp-1013878),LiV3P3O13
mp-1013898,LiMo3P3O13 (mp-1013898),LiMo3P3O13
mp-1013899,LiFe3P3O13 (mp-1013899),LiFe3P3O13
mp-1013910,LiFe2P2O9 (mp-1013910),LiFe2P2O9
mp-1013917,LiMn3P3O13 (mp-1013917),LiMn3P3O13
mp-1013922,LiCr2P2O9 (mp-1013922),LiCr2P2O9
mp-1013987,LiNi2P2O9 (mp-1013987),LiNi2P2O9
mp-1014230,TiZn (mp-1014230),TiZn
mp-1014373,CrN2 (mp-1014373),CrN2
mp-1016253,Mg7Cd (mp-1016253),Mg7Cd
mp-1016264,CsMg7 (mp-1016264),CsMg7
mp-1016331,Mg7Nb (mp-1016331),Mg7Nb
mp-1016346,CeMg7 (mp-1016346),CeMg7
mp-1016872,CaIrO3 (mp-1016872),CaIrO3
mp-1017461,LaMg6C (mp-1017461),LaMg6C
mp-10179,LiMgSbPd (mp-10179),LiMgSbPd
mp-1018072,KTiS2 (mp-1018072),KTiS2
mp-1018100,AlSb (mp-1018100),AlSb
mp-1018112,YSb2 (mp-1018112),YSb2
mp-1018126,GaBi (mp-1018126),GaBi
mp-10183,MgSbPd (mp-10183),MgSbPd
mp-10184,MgSbPt (mp-10184),MgSbPt
mp-1018642,Y(CuS)2 (mp-1018642),Y(CuS)2
mp-1016265,Mg7Ti (mp-1016265),Mg7Ti
mp-1016270,Mg7Sb (mp-1016270),Mg7Sb
mp-1016276,CaMg7 (mp-1016276),CaMg7
mp-1016281,Mg7Mo (mp-1016281),Mg7Mo
mp-1016282,Mg7Mn (mp-1016282),Mg7Mn
mp-1016285,Mg7Cu (mp-1016285),Mg7Cu
mp-1016298,Mg7V (mp-1016298),Mg7V
mp-1016301,Mg7Ni (mp-1016301),Mg7Ni
mp-1016305,Mg7Sn (mp-1016305),Mg7Sn
mp-1016317,Mg7Fe (mp-1016317),Mg7Fe
mp-1016326,Mg7Cr (mp-1016326),Mg7Cr
mp-1016327,Mg7Bi (mp-1016327),Mg7Bi
mp-10225,NaVS2 (mp-10225),NaVS2
mp-1022721,AlCu (mp-1022721),AlCu
mp-1022725,Sn (mp-1022725),Sn
mp-1022965,K3V2(PO4)3 (mp-1022965),K3V2(PO4)3
mp-1023128,CuS (mp-1023128),CuS
mp-1023395,Mg6AlSn (mp-1023395),Mg6AlSn
mp-1023489,Mg15Cd (mp-1023489),Mg15Cd
mp-1023508,CaMg15 (mp-1023508),CaMg15
mp-1023593,Mg15Sn (mp-1023593),Mg15Sn
mp-1023608,Mg15Ti (mp-1023608),Mg15Ti
mp-1023633,CeMg15 (mp-1023633),CeMg15
mp-1023954,MoWS4 (mp-1023954),MoWS4
mp-1018804,MnS2 (mp-1018804),MnS2
mp-1018806,MoSeS (mp-1018806),MoSeS
mp-1018809,MoS2 (mp-1018809),MoS2
mp-10189,LiTiTe2 (mp-10189),LiTiTe2
mp-1019,YNi2 (mp-1019),YNi2
mp-1019601,CeZr7O16 (mp-1019601),CeZr7O16
mp-102,Co (mp-102),Co
mp-1021323,LiC12 (mp-1021323),LiC12
mp-1021489,IrO3 (mp-1021489),IrO3
mp-1021516,K2Sn (mp-1021516),K2Sn
mp-1021672,Sr2CuC(NO)2 (mp-1021672),Sr2CuC(NO)2
mp-10224,NaVS2 (mp-10224),NaVS2
mp-1025280,Sr2Cu(OF)2 (mp-1025280),Sr2Cu(OF)2
mp-1025467,Cu2SnHgS4 (mp-1025467),Cu2SnHgS4
mp-1026034,Mo(WS3)2 (mp-1026034),Mo(WS3)2
mp-1026983,Te2Mo2SeS (mp-1026983),Te2Mo2SeS
mp-1026989,Te2Mo3W(Se2S)2 (mp-1026989),Te2Mo3W(Se2S)2
mp-1027269,MoWS4 (mp-1027269),MoWS4
mp-1027273,MoW3S8 (mp-1027273),MoW3S8
mp-1027335,MoWS4 (mp-1027335),MoWS4
mp-1027721,Te2Mo3W(Se2S)2 (mp-1027721),Te2Mo3W(Se2S)2
mp-1027795,Mo3W(SeS3)2 (mp-1027795),Mo3W(SeS3)2
mp-1027801,TeMo2Se2S (mp-1027801),TeMo2Se2S
mp-1028207,Mg14AlFe (mp-1028207),Mg14AlFe
mp-1028416,TeMoWSe2S (mp-1028416),TeMoWSe2S
mp-1028471,Te2MoWSeS (mp-1028471),Te2MoWSeS
mp-1025496,LiNbSe2 (mp-1025496),LiNbSe2
mp-1025500,ZnCu2SnS4 (mp-1025500),ZnCu2SnS4
mp-1025502,TiCuF6 (mp-1025502),TiCuF6
mp-1025589,MoW2(Se2S)2 (mp-1025589),MoW2(Se2S)2
mp-1025652,Te2MoW2(SeS)2 (mp-1025652),Te2MoW2(SeS)2
mp-1025654,Te4Mo2WS2 (mp-1025654),Te4Mo2WS2
mp-1025656,MoW2(Se2S)2 (mp-1025656),MoW2(Se2S)2
mp-1025663,MoW2(SeS2)2 (mp-1025663),MoW2(SeS2)2
mp-1025692,Te2MoW2(SeS)2 (mp-1025692),Te2MoW2(SeS)2
mp-1025710,Te4Mo(WS)2 (mp-1025710),Te4Mo(WS)2
mp-1025722,Te2MoW2(SeS)2 (mp-1025722),Te2MoW2(SeS)2
mp-1025740,MoW2(Se2S)2 (mp-1025740),MoW2(Se2S)2
mp-1025743,Te4Mo2WS2 (mp-1025743),Te4Mo2WS2
mp-1025748,Mo2W(Se2S)2 (mp-1025748),Mo2W(Se2S)2
mp-1025769,Te4Mo3S2 (mp-1025769),Te4Mo3S2
mp-1025819,Mo3(Se2S)2 (mp-1025819),Mo3(Se2S)2
mp-1025836,Te2MoW2(SeS)2 (mp-1025836),Te2MoW2(SeS)2
mp-1025841,Mo2W(Se2S)2 (mp-1025841),Mo2W(Se2S)2
mp-1025881,Te2Mo2W(SeS)2 (mp-1025881),Te2Mo2W(SeS)2
mp-1025896,Mo2W(SeS2)2 (mp-1025896),Mo2W(SeS2)2
mp-1025925,Mo3(SeS2)2 (mp-1025925),Mo3(SeS2)2
mp-1025926,Te2Mo2WS4 (mp-1025926),Te2Mo2WS4
mp-1026002,Te2Mo3(SeS)2 (mp-1026002),Te2Mo3(SeS)2
mp-1026027,Te2Mo2W(SeS)2 (mp-1026027),Te2Mo2W(SeS)2
mp-1028483,Te2MoWS2 (mp-1028483),Te2MoWS2
mp-1028621,Te4MoW3(SeS)2 (mp-1028621),Te4MoW3(SeS)2
mp-1028622,Te4MoW3S4 (mp-1028622),Te4MoW3S4
mp-1028642,MoW3(Se3S)2 (mp-1028642),MoW3(Se3S)2
mp-1028643,Te3MoWS (mp-1028643),Te3MoWS
mp-1028651,Te4MoW3(SeS)2 (mp-1028651),Te4MoW3(SeS)2
mp-1028791,Te4MoW3(SeS)2 (mp-1028791),Te4MoW3(SeS)2
mp-1028854,Te2MoWSeS (mp-1028854),Te2MoWSeS
mp-1028948,TeMoWSe2S (mp-1028948),TeMoWSe2S
mp-1029074,Te4MoW3(SeS)2 (mp-1029074),Te4MoW3(SeS)2
mp-1029139,Te4MoW3S4 (mp-1029139),Te4MoW3S4
mp-1029153,TeMoWSe2S (mp-1029153),TeMoWSe2S
mp-1029154,Te2MoWSeS (mp-1029154),Te2MoWSeS
mp-1029176,TeMoWSe2S (mp-1029176),TeMoWSe2S
mp-1030297,TeMoWSe2S (mp-1030297),TeMoWSe2S
mp-1030307,Te2MoWSeS (mp-1030307),Te2MoWSeS
mp-1030389,TeMoWSe2S (mp-1030389),TeMoWSe2S
mp-1030391,Te2MoWS2 (mp-1030391),Te2MoWS2
mp-1030392,Te2MoWSeS (mp-1030392),Te2MoWSeS
mp-1030403,Te2Mo3W(Se2S)2 (mp-1030403),Te2Mo3W(Se2S)2
mp-1030404,Te4Mo3W(SeS)2 (mp-1030404),Te4Mo3W(SeS)2
mp-1030450,Te4Mo3W(SeS)2 (mp-1030450),Te4Mo3W(SeS)2
mp-1030456,Te2Mo3W(Se2S)2 (mp-1030456),Te2Mo3W(Se2S)2
mp-1030459,Te2Mo2SeS (mp-1030459),Te2Mo2SeS
mp-1030461,TeMoS (mp-1030461),TeMoS
mp-1030467,Te4Mo3WS4 (mp-1030467),Te4Mo3WS4
mp-1038818,MgAl (mp-1038818),MgAl
mp-1038828,CaZn (mp-1038828),CaZn
mp-1038829,MgCd (mp-1038829),MgCd
mp-1038831,Mg3Bi (mp-1038831),Mg3Bi
mp-1038832,Mg3Cd (mp-1038832),Mg3Cd
mp-1038837,CeMg3 (mp-1038837),CeMg3
mp-1038879,Ca3Zn (mp-1038879),Ca3Zn
mp-1038921,Mg5Bi (mp-1038921),Mg5Bi
mp-1038949,CeMg5 (mp-1038949),CeMg5
mp-1038961,CaMg (mp-1038961),CaMg
mp-1038987,CaMg5 (mp-1038987),CaMg5
mp-1039025,MgCd (mp-1039025),MgCd
mp-1030470,Te4Mo3W(SeS)2 (mp-1030470),Te4Mo3W(SeS)2
mp-1030521,Te2Mo3W(Se2S)2 (mp-1030521),Te2Mo3W(Se2S)2
mp-1030576,Te4Mo3W(SeS)2 (mp-1030576),Te4Mo3W(SeS)2
mp-1030596,Te2MoWSeS (mp-1030596),Te2MoWSeS
mp-1030753,Te4Mo3W(SeS)2 (mp-1030753),Te4Mo3W(SeS)2
mp-1030775,Te2Mo2SeS (mp-1030775),Te2Mo2SeS
mp-10326,Zn(ReO4)2 (mp-10326),Zn(ReO4)2
mp-10335,Ba2CuTeO6 (mp-10335),Ba2CuTeO6
mp-10350,BaNdCuBO5 (mp-10350),BaNdCuBO5
mp-1038715,CeMg (mp-1038715),CeMg
mp-1038783,CaZn (mp-1038783),CaZn
mp-1038814,MgCd (mp-1038814),MgCd
mp-1029213,Te2MoWSeS (mp-1029213),Te2MoWSeS
mp-1029233,Te4MoW3(SeS)2 (mp-1029233),Te4MoW3(SeS)2
mp-1029249,TeMoWSe2S (mp-1029249),TeMoWSe2S
mp-1029250,Te2MoW3(Se2S)2 (mp-1029250),Te2MoW3(Se2S)2
mp-1029379,Te2MoWSeS (mp-1029379),Te2MoWSeS
mp-1029380,TeMoWSe2S (mp-1029380),TeMoWSe2S
mp-1029407,NaCrN2 (mp-1029407),NaCrN2
mp-1030154,Te4Mo3W(SeS)2 (mp-1030154),Te4Mo3W(SeS)2
mp-1030198,Te2MoWSeS (mp-1030198),Te2MoWSeS
mp-1030269,Te4Mo3WS4 (mp-1030269),Te4Mo3WS4
mp-1030284,Te4Mo3W(SeS)2 (mp-1030284),Te4Mo3W(SeS)2
mp-1030286,Te2MoWS2 (mp-1030286),Te2MoWS2
mp-1039032,CaZn3 (mp-1039032),CaZn3
mp-1039048,Mg2Bi (mp-1039048),Mg2Bi
mp-1039073,Mg3Bi (mp-1039073),Mg3Bi
mp-1039074,MgBi (mp-1039074),MgBi
mp-1039075,Mg3Bi (mp-1039075),Mg3Bi
mp-1039108,CaMg2 (mp-1039108),CaMg2
mp-1039121,MgCd (mp-1039121),MgCd
mp-1039124,MgCd (mp-1039124),MgCd
mp-1039147,CaZn (mp-1039147),CaZn
mp-1039148,CaMg (mp-1039148),CaMg
mp-1039154,MgBi (mp-1039154),MgBi
mp-1039157,MgCd (mp-1039157),MgCd
mp-1039170,MgBi (mp-1039170),MgBi
mp-1039182,Mg2Bi (mp-1039182),Mg2Bi
mp-1039188,MgBi (mp-1039188),MgBi
mp-1039208,Ca2Zn (mp-1039208),Ca2Zn
mp-1039230,Ca3Mg (mp-1039230),Ca3Mg
mp-1039270,CeMg (mp-1039270),CeMg
mp-1039273,CaMg5 (mp-1039273),CaMg5
mp-1039305,MgBi (mp-1039305),MgBi
mp-1039318,CaMg5 (mp-1039318),CaMg5
mp-1039340,Ca2Mg (mp-1039340),Ca2Mg
mp-1039350,CaMg (mp-1039350),CaMg
mp-1039365,CeMg (mp-1039365),CeMg
mp-1039383,CaMg3 (mp-1039383),CaMg3
mp-1039393,CaMg2 (mp-1039393),CaMg2
mp-1040512,Nb3SiO10 (mp-1040512),Nb3SiO10
mp-1040783,Ho(SbO3)2 (mp-1040783),Ho(SbO3)2
mp-1040790,Ba2V2F11 (mp-1040790),Ba2V2F11
mp-1040792,Ca(NiO2)2 (mp-1040792),Ca(NiO2)2
mp-1040803,LaCrMoO6 (mp-1040803),LaCrMoO6
mp-1040809,Mg(NiO2)2 (mp-1040809),Mg(NiO2)2
mp-1040819,LaCrWO6 (mp-1040819),LaCrWO6
mp-1040822,CaCr3(P2O7)2 (mp-1040822),CaCr3(P2O7)2
mp-1040834,WO2 (mp-1040834),WO2
mp-1040836,LaCrCoO6 (mp-1040836),LaCrCoO6
mp-1040837,ZnCr2(PO4)2 (mp-1040837),ZnCr2(PO4)2
mp-1040838,Ho(BiO3)2 (mp-1040838),Ho(BiO3)2
mp-1039447,CaZn (mp-1039447),CaZn
mp-1039454,Ca3Zn (mp-1039454),Ca3Zn
mp-1039524,CeMg2 (mp-1039524),CeMg2
mp-1039528,CaMg2 (mp-1039528),CaMg2
mp-1039531,Ca2Mg (mp-1039531),Ca2Mg
mp-1039549,CeMg2 (mp-1039549),CeMg2
mp-1039570,CaMg2 (mp-1039570),CaMg2
mp-1040459,NaFe3P3O13 (mp-1040459),NaFe3P3O13
mp-1040460,NaCr2P2O9 (mp-1040460),NaCr2P2O9
mp-1040469,KMoO3 (mp-1040469),KMoO3
mp-1040470,Li(FeS2)2 (mp-1040470),Li(FeS2)2
mp-1040472,KWO3 (mp-1040472),KWO3
mp-1040851,ZnSn2P2O9 (mp-1040851),ZnSn2P2O9
mp-1040852,LaCrSnO6 (mp-1040852),LaCrSnO6
mp-1040870,MgMo2P2O9 (mp-1040870),MgMo2P2O9
mp-1040876,CaMo2P2O9 (mp-1040876),CaMo2P2O9
mp-1040883,CaFe3(P2O7)2 (mp-1040883),CaFe3(P2O7)2
mp-1040886,MgCr2P2O9 (mp-1040886),MgCr2P2O9
mp-1040889,CaCr2P2O9 (mp-1040889),CaCr2P2O9
mp-1040893,ZnCr2P2O9 (mp-1040893),ZnCr2P2O9
mp-1040898,ZnP4W3O14 (mp-1040898),ZnP4W3O14
mp-1040902,MgCr2(PO4)2 (mp-1040902),MgCr2(PO4)2
mp-1040910,VO2 (mp-1040910),VO2
mp-1040917,CaFe2(PO4)2 (mp-1040917),CaFe2(PO4)2
mp-1040921,MgMn2O4 (mp-1040921),MgMn2O4
mp-1040929,ZnCr2O4 (mp-1040929),ZnCr2O4
mp-1040930,Mo2P2O9 (mp-1040930),Mo2P2O9
mp-1040938,Mg(CoO2)2 (mp-1040938),Mg(CoO2)2
mp-1040941,CaFe2P2O9 (mp-1040941),CaFe2P2O9
mp-1040942,Zn(CoO2)2 (mp-1040942),Zn(CoO2)2
mp-1040943,MgV2O4 (mp-1040943),MgV2O4
mp-1040953,Ca(CoO2)2 (mp-1040953),Ca(CoO2)2
mp-1040954,Mn2P2O9 (mp-1040954),Mn2P2O9
mp-1040961,P2W2O9 (mp-1040961),P2W2O9
mp-1040967,CrO2 (mp-1040967),CrO2
mp-1040970,Ca(NiO2)2 (mp-1040970),Ca(NiO2)2
mp-1040974,HoZn(MoO3)2 (mp-1040974),HoZn(MoO3)2
mp-1040979,Zn(NiO2)2 (mp-1040979),Zn(NiO2)2
mp-1040982,Cr2P2O9 (mp-1040982),Cr2P2O9
mp-1040983,V2ZnO4 (mp-1040983),V2ZnO4
mp-1040986,Mg(FeO2)2 (mp-1040986),Mg(FeO2)2
mp-1040999,CuTeO4 (mp-1040999),CuTeO4
mp-1041000,Mg(NiO2)2 (mp-1041000),Mg(NiO2)2
mp-1041003,MgP2W2O9 (mp-1041003),MgP2W2O9
mp-1041004,MgCr2O4 (mp-1041004),MgCr2O4
mp-1041006,CaP2W2O9 (mp-1041006),CaP2W2O9
mp-1041008,MgMn2P2O9 (mp-1041008),MgMn2P2O9
mp-1041009,MgFe2P2O9 (mp-1041009),MgFe2P2O9
mp-1041012,Mg(CoO2)2 (mp-1041012),Mg(CoO2)2
mp-1041014,MgV2O4 (mp-1041014),MgV2O4
mp-1041016,ZnCu2(TeO4)2 (mp-1041016),ZnCu2(TeO4)2
mp-1041017,Mn2ZnP2O9 (mp-1041017),Mn2ZnP2O9
mp-1041033,Ba2Co2F11 (mp-1041033),Ba2Co2F11
mp-1041036,ZnMo2P2O9 (mp-1041036),ZnMo2P2O9
mp-1041039,CaCr2O4 (mp-1041039),CaCr2O4
mp-1041044,ZnP2W2O9 (mp-1041044),ZnP2W2O9
mp-1041048,V2ZnP2O9 (mp-1041048),V2ZnP2O9
mp-1041051,CaV2O4 (mp-1041051),CaV2O4
mp-1041062,Fe2P2O9 (mp-1041062),Fe2P2O9
mp-1041063,Ca(CoO2)2 (mp-1041063),Ca(CoO2)2
mp-1041066,MnO2 (mp-1041066),MnO2
mp-1041076,HoMgCr2O6 (mp-1041076),HoMgCr2O6
mp-1041089,CaCu2(TeO4)2 (mp-1041089),CaCu2(TeO4)2
mp-1041093,Mg(WO2)2 (mp-1041093),Mg(WO2)2
mp-1041222,CaHoV2O6 (mp-1041222),CaHoV2O6
mp-1041225,HoCr2O6 (mp-1041225),HoCr2O6
mp-1041228,CaHo(WO3)2 (mp-1041228),CaHo(WO3)2
mp-1041231,Sn3P3O13 (mp-1041231),Sn3P3O13
mp-1041233,ZnSn3P3O13 (mp-1041233),ZnSn3P3O13
mp-1041241,CaHo(MoO3)2 (mp-1041241),CaHo(MoO3)2
mp-1041248,BaMgBiF7 (mp-1041248),BaMgBiF7
mp-1041256,NiO2 (mp-1041256),NiO2
mp-1041261,Bi3P3O13 (mp-1041261),Bi3P3O13
mp-1041271,BaV4O8 (mp-1041271),BaV4O8
mp-1041282,WO2 (mp-1041282),WO2
mp-1041288,BaCr4O8 (mp-1041288),BaCr4O8
mp-1041160,Ti3ZnP3O13 (mp-1041160),Ti3ZnP3O13
mp-1041164,CaTi3P3O13 (mp-1041164),CaTi3P3O13
mp-1041165,Ti2Be3(SiO4)3 (mp-1041165),Ti2Be3(SiO4)3
mp-1041166,Mg(NiO2)2 (mp-1041166),Mg(NiO2)2
mp-1041171,Ca(FeO2)2 (mp-1041171),Ca(FeO2)2
mp-1041194,CaTiS2 (mp-1041194),CaTiS2
mp-1041195,CaHoCr2O6 (mp-1041195),CaHoCr2O6
mp-1041196,Ti3P3O13 (mp-1041196),Ti3P3O13
mp-1041198,Ho(MoO3)2 (mp-1041198),Ho(MoO3)2
mp-1041199,Ba2Ni2F11 (mp-1041199),Ba2Ni2F11
mp-1041213,P4W3O14 (mp-1041213),P4W3O14
mp-1041219,CaBi3P3O13 (mp-1041219),CaBi3P3O13
mp-1041292,Ba(CoO2)4 (mp-1041292),Ba(CoO2)4
mp-1041295,Ho(WO3)2 (mp-1041295),Ho(WO3)2
mp-1041307,HoZn(WO3)2 (mp-1041307),HoZn(WO3)2
mp-1041312,BaMn4O8 (mp-1041312),BaMn4O8
mp-1041314,BaZnBiF7 (mp-1041314),BaZnBiF7
mp-1041326,BaZnSbF7 (mp-1041326),BaZnSbF7
mp-1041329,CaMn2O4 (mp-1041329),CaMn2O4
mp-1041330,Ca(FeO2)2 (mp-1041330),Ca(FeO2)2
mp-1041340,Mn2ZnO4 (mp-1041340),Mn2ZnO4
mp-1041341,BaSbF7 (mp-1041341),BaSbF7
mp-1041343,BaCaSbF7 (mp-1041343),BaCaSbF7
mp-1041349,BaBiF7 (mp-1041349),BaBiF7
mp-1041097,MgMn2O4 (mp-1041097),MgMn2O4
mp-1041103,HoMg(MoO3)2 (mp-1041103),HoMg(MoO3)2
mp-1041108,HoMgV2O6 (mp-1041108),HoMgV2O6
mp-1041120,HoZnCr2O6 (mp-1041120),HoZnCr2O6
mp-1041123,Zn(WO2)2 (mp-1041123),Zn(WO2)2
mp-1041130,HoV2ZnO6 (mp-1041130),HoV2ZnO6
mp-1041135,HoMg(WO3)2 (mp-1041135),HoMg(WO3)2
mp-1041140,MgTi3P3O13 (mp-1041140),MgTi3P3O13
mp-1041142,CaV2O4 (mp-1041142),CaV2O4
mp-1041144,Ca(WO2)2 (mp-1041144),Ca(WO2)2
mp-1041154,Zn(NiO2)2 (mp-1041154),Zn(NiO2)2
mp-1041156,Zn(CoO2)2 (mp-1041156),Zn(CoO2)2
mp-1041352,Zn(CoO2)4 (mp-1041352),Zn(CoO2)4
mp-1041362,Zn(NiO2)4 (mp-1041362),Zn(NiO2)4
mp-1041486,Ti(WO4)2 (mp-1041486),Ti(WO4)2
mp-1041507,Mg3Ni3(AsO4)4 (mp-1041507),Mg3Ni3(AsO4)4
mp-1041518,Ca(WO2)2 (mp-1041518),Ca(WO2)2
mp-1041534,Mo(WO4)2 (mp-1041534),Mo(WO4)2
mp-1041563,Mn(WO4)2 (mp-1041563),Mn(WO4)2
mp-1041565,TiO2 (mp-1041565),TiO2
mp-1041572,Bi(WO4)2 (mp-1041572),Bi(WO4)2
mp-1041577,Sn(WO4)2 (mp-1041577),Sn(WO4)2
mp-1041585,Re(WO4)2 (mp-1041585),Re(WO4)2
mp-1041598,Fe(WO4)2 (mp-1041598),Fe(WO4)2
mp-1041611,Mo(WO4)2 (mp-1041611),Mo(WO4)2
mp-1041620,Zn3Ni3(AsO4)4 (mp-1041620),Zn3Ni3(AsO4)4
mp-1041366,Zn(WO2)2 (mp-1041366),Zn(WO2)2
mp-1041374,MgCr4O9 (mp-1041374),MgCr4O9
mp-1041375,MgV4O9 (mp-1041375),MgV4O9
mp-1041378,Ca(NiO2)2 (mp-1041378),Ca(NiO2)2
mp-1041381,ZnCr4O9 (mp-1041381),ZnCr4O9
mp-1041384,V4ZnO9 (mp-1041384),V4ZnO9
mp-1041391,Mg(WO2)2 (mp-1041391),Mg(WO2)2
mp-1041392,V2Zn(CuO4)2 (mp-1041392),V2Zn(CuO4)2
mp-1041394,La2WO6 (mp-1041394),La2WO6
mp-1041395,BiO2 (mp-1041395),BiO2
mp-1041415,ZnCu2(MoO4)2 (mp-1041415),ZnCu2(MoO4)2
mp-1041428,ZnMo3P3O13 (mp-1041428),ZnMo3P3O13
mp-1041627,YRe(WO4)2 (mp-1041627),YRe(WO4)2
mp-1041629,Mg(CoO2)2 (mp-1041629),Mg(CoO2)2
mp-1041642,Mg(SbO2)2 (mp-1041642),Mg(SbO2)2
mp-1041645,AlSb(WO4)2 (mp-1041645),AlSb(WO4)2
mp-1041661,Zn2CrWO6 (mp-1041661),Zn2CrWO6
mp-1041663,Ca(NiO2)2 (mp-1041663),Ca(NiO2)2
mp-1041676,Zn(SnO2)2 (mp-1041676),Zn(SnO2)2
mp-1041685,AlCo(WO4)2 (mp-1041685),AlCo(WO4)2
