material_id,name,formula
mp-2230946,MgV4(PbO6)2 (mp-2230946),MgV4(PbO6)2
mp-2230947,Ho5Mg(MoO6)2 (mp-2230947),Ho5Mg(MoO6)2
mp-2230949,Tb5Mg(MoO6)2 (mp-2230949),Tb5Mg(MoO6)2
mp-2230963,MgTi2(PS3)4 (mp-2230963),MgTi2(PS3)4
mp-2230967,Ho2Mg(BiO3)4 (mp-2230967),Ho2Mg(BiO3)4
mp-2230972,MgFe2(CoO3)4 (mp-2230972),MgFe2(CoO3)4
mp-2230979,Na4MgTi2(GeO5)2 (mp-2230979),Na4MgTi2(GeO5)2
mp-2230983,MgZn2(SbO3)4 (mp-2230983),MgZn2(SbO3)4
mp-2231257,Pr2Mg(BiO3)4 (mp-2231257),Pr2Mg(BiO3)4
mp-2231275,MgMn2(GeO3)4 (mp-2231275),MgMn2(GeO3)4
mp-2231284,MgFe6(O2F)4 (mp-2231284),MgFe6(O2F)4
mp-2231292,MgCo6(O2F)4 (mp-2231292),MgCo6(O2F)4
mp-2231309,MgCd2Te2(MoO6)2 (mp-2231309),MgCd2Te2(MoO6)2
mp-2231353,MgMn6O7F5 (mp-2231353),MgMn6O7F5
mp-2231362,MgV2(GeO3)4 (mp-2231362),MgV2(GeO3)4
mp-2231366,MgMn6O7F5 (mp-2231366),MgMn6O7F5
mp-2231373,Ba2Pr4Mg(CuO5)2 (mp-2231373),Ba2Pr4Mg(CuO5)2
mp-2231378,Pr2MgV4O12 (mp-2231378),Pr2MgV4O12
mp-2231381,MgCo4(SbO6)2 (mp-2231381),MgCo4(SbO6)2
mp-2231384,MgCo2Te2(MoO6)2 (mp-2231384),MgCo2Te2(MoO6)2
mp-2231089,MgCr4(WO6)2 (mp-2231089),MgCr4(WO6)2
mp-2231096,MgMn6(O2F)4 (mp-2231096),MgMn6(O2F)4
mp-2231102,MgMn6O7F5 (mp-2231102),MgMn6O7F5
mp-2231103,Na3Mg(NiO2)5 (mp-2231103),Na3Mg(NiO2)5
mp-2231105,MgFe6(O5F)2 (mp-2231105),MgFe6(O5F)2
mp-2231106,MgCo5SbO12 (mp-2231106),MgCo5SbO12
mp-2231107,Tb4Mg(WO6)2 (mp-2231107),Tb4Mg(WO6)2
mp-2231109,MgMn6(O2F)4 (mp-2231109),MgMn6(O2F)4
mp-2231110,Ba2Nd2MgCu2(BO5)2 (mp-2231110),Ba2Nd2MgCu2(BO5)2
mp-2231116,La2MgCr2(CoO6)2 (mp-2231116),La2MgCr2(CoO6)2
mp-2231124,MgMn6O7F5 (mp-2231124),MgMn6O7F5
mp-2231148,MgCo5NiO12 (mp-2231148),MgCo5NiO12
mp-2231386,MgMo2(RhO3)4 (mp-2231386),MgMo2(RhO3)4
mp-2231396,MgGe4(MoO6)2 (mp-2231396),MgGe4(MoO6)2
mp-2231418,MgFe6(OF)6 (mp-2231418),MgFe6(OF)6
mp-2231436,MgMn6O7F5 (mp-2231436),MgMn6O7F5
mp-2231437,MgMn6O11F (mp-2231437),MgMn6O11F
mp-2231444,MgFe6O11F (mp-2231444),MgFe6O11F
mp-2231445,MgCo6(O2F)4 (mp-2231445),MgCo6(O2F)4
mp-2231449,MgTi5NbO12 (mp-2231449),MgTi5NbO12
mp-2231478,MgCr2(SbO3)4 (mp-2231478),MgCr2(SbO3)4
mp-2231488,MgCo5NiO12 (mp-2231488),MgCo5NiO12
mp-2231510,K2Na2Pr2MgNb2O10 (mp-2231510),K2Na2Pr2MgNb2O10
mp-2231526,Tb4Mg(WO6)2 (mp-2231526),Tb4Mg(WO6)2
mp-2231153,MgFe4(CoO6)2 (mp-2231153),MgFe4(CoO6)2
mp-2231155,SrMgFe2(SeO3)4 (mp-2231155),SrMgFe2(SeO3)4
mp-2231163,MgGe4(BiO6)2 (mp-2231163),MgGe4(BiO6)2
mp-2231172,MgAg6Mo2ClO7F3 (mp-2231172),MgAg6Mo2ClO7F3
mp-2231177,MgNb4(SnO6)2 (mp-2231177),MgNb4(SnO6)2
mp-2231197,K2Na2MgNb2(OF5)2 (mp-2231197),K2Na2MgNb2(OF5)2
mp-2231215,MgMnV5O12 (mp-2231215),MgMnV5O12
mp-2231228,MgCo4(SbO6)2 (mp-2231228),MgCo4(SbO6)2
mp-2231229,MgBi4(WO6)2 (mp-2231229),MgBi4(WO6)2
mp-2231237,MgV4FeCoO12 (mp-2231237),MgV4FeCoO12
mp-2231239,MgCo6(O5F)2 (mp-2231239),MgCo6(O5F)2
mp-2231241,MgCo2(CO3)4 (mp-2231241),MgCo2(CO3)4
mp-2231549,MgTi5NbO12 (mp-2231549),MgTi5NbO12
mp-2231570,MgFe6(O3F)3 (mp-2231570),MgFe6(O3F)3
mp-2231869,MgCo6O7F5 (mp-2231869),MgCo6O7F5
mp-2231896,MgMn6(O2F)4 (mp-2231896),MgMn6(O2F)4
mp-2231930,MgCo6(O2F)4 (mp-2231930),MgCo6(O2F)4
mp-2231955,MgTi6AgS12 (mp-2231955),MgTi6AgS12
mp-2232000,K2Na2Nd2MgNb2O10 (mp-2232000),K2Na2Nd2MgNb2O10
mp-2232014,MgCo6O7F5 (mp-2232014),MgCo6O7F5
mp-2232050,MgCo6O7F5 (mp-2232050),MgCo6O7F5
mp-2232092,MgNbV3O10 (mp-2232092),MgNbV3O10
mp-2232093,Sm2MgMo2(ClO4)2 (mp-2232093),Sm2MgMo2(ClO4)2
mp-2232095,BaSrMg(FeO2)4 (mp-2232095),BaSrMg(FeO2)4
mp-2232096,MgFe2S2(O4F)2 (mp-2232096),MgFe2S2(O4F)2
mp-2232099,MgFe2(SeO5)2 (mp-2232099),MgFe2(SeO5)2
mp-2232132,MgMn4(OF4)2 (mp-2232132),MgMn4(OF4)2
mp-2232133,MgCo2(NiS2)4 (mp-2232133),MgCo2(NiS2)4
mp-2232114,MgMn4(FeO4)2 (mp-2232114),MgMn4(FeO4)2
mp-2232116,MgBe2(CoO2)4 (mp-2232116),MgBe2(CoO2)4
mp-2232117,Na4Mg(WO4)2 (mp-2232117),Na4Mg(WO4)2
mp-2232119,BaSrMg(FeO2)4 (mp-2232119),BaSrMg(FeO2)4
mp-2232120,MgZn2(NiS2)4 (mp-2232120),MgZn2(NiS2)4
mp-2232121,MgHg4(MoO4)2 (mp-2232121),MgHg4(MoO4)2
mp-2232122,MgV2(PO5)2 (mp-2232122),MgV2(PO5)2
mp-2232123,Sr4MgNi2(ClO3)2 (mp-2232123),Sr4MgNi2(ClO3)2
mp-2232124,MgCu4(GeO4)2 (mp-2232124),MgCu4(GeO4)2
mp-2232126,Mg(Sb2O5)2 (mp-2232126),Mg(Sb2O5)2
mp-2232127,Ba2Mg(FeO2)4 (mp-2232127),Ba2Mg(FeO2)4
mp-2232131,MgTlV4FeS8 (mp-2232131),MgTlV4FeS8
mp-2232100,MgV2(PO5)2 (mp-2232100),MgV2(PO5)2
mp-2232101,MgMn4(HO4)2 (mp-2232101),MgMn4(HO4)2
mp-2232102,Nd2Mg(CuO2)4 (mp-2232102),Nd2Mg(CuO2)4
mp-2232103,MgMn4(FeO4)2 (mp-2232103),MgMn4(FeO4)2
mp-2232105,MgMn4(NiO4)2 (mp-2232105),MgMn4(NiO4)2
mp-2232106,MgNb4O10 (mp-2232106),MgNb4O10
mp-2232107,Tb2MgMo2(ClO4)2 (mp-2232107),Tb2MgMo2(ClO4)2
mp-2232108,Rb3NaMg(MoO4)2 (mp-2232108),Rb3NaMg(MoO4)2
mp-2232109,MgFe4(CuO4)2 (mp-2232109),MgFe4(CuO4)2
mp-2232110,MgNb4O10 (mp-2232110),MgNb4O10
mp-2232112,Mg(Mo2O5)2 (mp-2232112),Mg(Mo2O5)2
mp-2232113,MgFe4(HgO4)2 (mp-2232113),MgFe4(HgO4)2
mp-2231610,MgFe6(O5F)2 (mp-2231610),MgFe6(O5F)2
mp-2231619,MgZn2Cu2H6(ClO3)2 (mp-2231619),MgZn2Cu2H6(ClO3)2
mp-2231627,MgCo6O7F5 (mp-2231627),MgCo6O7F5
mp-2231665,MgNb4(SnO6)2 (mp-2231665),MgNb4(SnO6)2
mp-2231706,MgFe6O11F (mp-2231706),MgFe6O11F
mp-2231732,MgMn6O7F5 (mp-2231732),MgMn6O7F5
mp-2231734,MgNi2(SbO3)4 (mp-2231734),MgNi2(SbO3)4
mp-2231781,MgFe6O11F (mp-2231781),MgFe6O11F
mp-2231787,MgCo6O7F5 (mp-2231787),MgCo6O7F5
mp-2231811,MgTi3Nb(CuO4)3 (mp-2231811),MgTi3Nb(CuO4)3
mp-2231821,MgCo6O7F5 (mp-2231821),MgCo6O7F5
mp-2231867,MgFe6(O5F)2 (mp-2231867),MgFe6(O5F)2
mp-2232172,Sr4MgNi2(ClO3)2 (mp-2232172),Sr4MgNi2(ClO3)2
mp-2232173,MgV2(PO5)2 (mp-2232173),MgV2(PO5)2
mp-2232175,MgFe2(NiO2)4 (mp-2232175),MgFe2(NiO2)4
mp-2232178,K2La2MgTi2O8 (mp-2232178),K2La2MgTi2O8
mp-2232179,Ba2Mg(FeO2)4 (mp-2232179),Ba2Mg(FeO2)4
mp-2232180,MgCo2P2(O4F)2 (mp-2232180),MgCo2P2(O4F)2
mp-2232181,MgTi4(CuS4)2 (mp-2232181),MgTi4(CuS4)2
mp-2232182,Na2Gd2MgTi2O8 (mp-2232182),Na2Gd2MgTi2O8
mp-2232184,K2La2MgTi2O8 (mp-2232184),K2La2MgTi2O8
mp-2232187,MgTl4(WO4)2 (mp-2232187),MgTl4(WO4)2
mp-2232189,MgMn3Cu3O8 (mp-2232189),MgMn3Cu3O8
mp-2232190,MgNb4O10 (mp-2232190),MgNb4O10
mp-2232134,MgNb3SiO10 (mp-2232134),MgNb3SiO10
mp-2232136,K2RbTbMgV2O8 (mp-2232136),K2RbTbMgV2O8
mp-2232137,MgMn4(ZnS4)2 (mp-2232137),MgMn4(ZnS4)2
mp-2232138,MgV2(PO5)2 (mp-2232138),MgV2(PO5)2
mp-2232139,MgCu2(SO5)2 (mp-2232139),MgCu2(SO5)2
mp-2232142,Mg(Sb2O5)2 (mp-2232142),Mg(Sb2O5)2
mp-2232143,MgTi2(CoO2)4 (mp-2232143),MgTi2(CoO2)4
mp-2232145,MgTi2(CoO2)4 (mp-2232145),MgTi2(CoO2)4
mp-2232147,MgCo4(NiS4)2 (mp-2232147),MgCo4(NiS4)2
mp-2232148,MgFe4(CuO4)2 (mp-2232148),MgFe4(CuO4)2
mp-2232149,K3ErMgV2O8 (mp-2232149),K3ErMgV2O8
mp-2232150,MgCu2(BiO2)4 (mp-2232150),MgCu2(BiO2)4
mp-2232152,MgFe4(CoO4)2 (mp-2232152),MgFe4(CoO4)2
mp-2232153,MgNb3SiO10 (mp-2232153),MgNb3SiO10
mp-2232156,MgCo4(CuO4)2 (mp-2232156),MgCo4(CuO4)2
mp-2232157,MgBe2(CoO2)4 (mp-2232157),MgBe2(CoO2)4
mp-2232159,MgCd2(FeO2)4 (mp-2232159),MgCd2(FeO2)4
mp-2232160,MgTi4(CuS4)2 (mp-2232160),MgTi4(CuS4)2
mp-2232162,MgNb4O10 (mp-2232162),MgNb4O10
mp-2232165,Na4MgCr2O8 (mp-2232165),Na4MgCr2O8
mp-2232167,MgFe2(CoO2)4 (mp-2232167),MgFe2(CoO2)4
mp-2232168,MgAg4(MoO4)2 (mp-2232168),MgAg4(MoO4)2
mp-2232170,MgZn2(FeS2)4 (mp-2232170),MgZn2(FeS2)4
mp-2232171,MgMn4(FeO4)2 (mp-2232171),MgMn4(FeO4)2
mp-2232191,MgNb4O10 (mp-2232191),MgNb4O10
mp-2232194,MgZr4(CuS4)2 (mp-2232194),MgZr4(CuS4)2
mp-2232196,MgZr4(CuS4)2 (mp-2232196),MgZr4(CuS4)2
mp-2232197,MgCu2W2(O3F2)2 (mp-2232197),MgCu2W2(O3F2)2
mp-2232199,MgV2(PO5)2 (mp-2232199),MgV2(PO5)2
mp-2232200,Cs2MgMo2(O2F3)2 (mp-2232200),Cs2MgMo2(O2F3)2
mp-2232204,MgFe4(CoO4)2 (mp-2232204),MgFe4(CoO4)2
mp-2232206,MgZn2(CoS2)4 (mp-2232206),MgZn2(CoS2)4
mp-2232207,MgBe2(CoO2)4 (mp-2232207),MgBe2(CoO2)4
mp-2232210,NaMgFe5O8 (mp-2232210),NaMgFe5O8
mp-2232212,MgCu2W2(O3F2)2 (mp-2232212),MgCu2W2(O3F2)2
mp-2232213,MgTi4(CuS4)2 (mp-2232213),MgTi4(CuS4)2
mp-2232214,MgMnTl(VS2)4 (mp-2232214),MgMnTl(VS2)4
mp-2232216,MgV2(PO5)2 (mp-2232216),MgV2(PO5)2
mp-2232239,MgV2(PO5)2 (mp-2232239),MgV2(PO5)2
mp-2232243,MgFe2(NiO2)4 (mp-2232243),MgFe2(NiO2)4
mp-2232249,MgMn4(HO4)2 (mp-2232249),MgMn4(HO4)2
mp-2232250,MgTlV4FeS8 (mp-2232250),MgTlV4FeS8
mp-2232251,MgV4(O3F2)2 (mp-2232251),MgV4(O3F2)2
mp-2232253,Sm2MgMo2(ClO4)2 (mp-2232253),Sm2MgMo2(ClO4)2
mp-2232255,BaSrMg(FeO2)4 (mp-2232255),BaSrMg(FeO2)4
mp-2232257,MgFe2(NiS2)4 (mp-2232257),MgFe2(NiS2)4
mp-2232259,Na2Nd2MgTi2O8 (mp-2232259),Na2Nd2MgTi2O8
mp-2232260,MgFe5CuO8 (mp-2232260),MgFe5CuO8
mp-2232261,MgFe4(HgO4)2 (mp-2232261),MgFe4(HgO4)2
mp-2232262,MgFe4(HgO4)2 (mp-2232262),MgFe4(HgO4)2
mp-2232265,MgCo2(NiO2)4 (mp-2232265),MgCo2(NiO2)4
mp-2232269,MgTi2(CoO2)4 (mp-2232269),MgTi2(CoO2)4
mp-2232272,K4MgMo2(SO3)2 (mp-2232272),K4MgMo2(SO3)2
mp-2232275,MgCo2(NiO2)4 (mp-2232275),MgCo2(NiO2)4
mp-2232276,MgCu2(IrS2)4 (mp-2232276),MgCu2(IrS2)4
mp-2232277,MgZn2(CoS2)4 (mp-2232277),MgZn2(CoS2)4
mp-2232282,Sm2Mg(CuO2)4 (mp-2232282),Sm2Mg(CuO2)4
mp-2232283,MgZn2(CoO2)4 (mp-2232283),MgZn2(CoO2)4
mp-2232287,MgCu2(IrS2)4 (mp-2232287),MgCu2(IrS2)4
mp-2232288,MgFe4(NiO4)2 (mp-2232288),MgFe4(NiO4)2
mp-2232289,MgV2Zn4O8 (mp-2232289),MgV2Zn4O8
mp-2232290,MgFe5CuO8 (mp-2232290),MgFe5CuO8
mp-2232218,Mg(Ag3O4)2 (mp-2232218),Mg(Ag3O4)2
mp-2232219,K3MgV3O8 (mp-2232219),K3MgV3O8
mp-2232221,La2MgTi2(AgO4)2 (mp-2232221),La2MgTi2(AgO4)2
mp-2232222,MgMn2P2(O4F)2 (mp-2232222),MgMn2P2(O4F)2
mp-2232228,MgCu2(IrS2)4 (mp-2232228),MgCu2(IrS2)4
mp-2232229,MgV2Zn4O8 (mp-2232229),MgV2Zn4O8
mp-2232230,MgCd2(FeO2)4 (mp-2232230),MgCd2(FeO2)4
mp-2232232,MgCd2(NiO2)4 (mp-2232232),MgCd2(NiO2)4
mp-2232233,MgNbV3O10 (mp-2232233),MgNbV3O10
mp-2232234,MgMn4(FeO4)2 (mp-2232234),MgMn4(FeO4)2
mp-2232237,Ba2YMgNi3O8 (mp-2232237),Ba2YMgNi3O8
mp-2232238,Dy2MgW2(ClO4)2 (mp-2232238),Dy2MgW2(ClO4)2
mp-2232293,Na2MgV2Cd2O8 (mp-2232293),Na2MgV2Cd2O8
mp-2232296,MgCo4(NiS4)2 (mp-2232296),MgCo4(NiS4)2
mp-2232305,Ba2YMgNi3O8 (mp-2232305),Ba2YMgNi3O8
mp-2232307,K6Mg(FeO3)2 (mp-2232307),K6Mg(FeO3)2
mp-2232309,Sr2MgCu2(BiO4)2 (mp-2232309),Sr2MgCu2(BiO4)2
mp-2232310,MgV2(PO5)2 (mp-2232310),MgV2(PO5)2
mp-2232315,MgV2(PO5)2 (mp-2232315),MgV2(PO5)2
mp-2232321,MgNb2V2O10 (mp-2232321),MgNb2V2O10
mp-2232323,Ba2NdMgNb(CuO4)2 (mp-2232323),Ba2NdMgNb(CuO4)2
mp-2232324,MgMnVP2(O4F)2 (mp-2232324),MgMnVP2(O4F)2
mp-2232327,MgTi2Zn4O8 (mp-2232327),MgTi2Zn4O8
mp-2232330,Na2MgV2Cd2O8 (mp-2232330),Na2MgV2Cd2O8
mp-2232336,MgZn2(CoO2)4 (mp-2232336),MgZn2(CoO2)4
mp-2232352,Na4MgCr2O8 (mp-2232352),Na4MgCr2O8
mp-2232418,MgCd2(CoO2)4 (mp-2232418),MgCd2(CoO2)4
mp-2232419,MgMnVP2(O4F)2 (mp-2232419),MgMnVP2(O4F)2
mp-2232425,MgCo4(NiO4)2 (mp-2232425),MgCo4(NiO4)2
mp-2232429,MgMn4(FeO4)2 (mp-2232429),MgMn4(FeO4)2
mp-2232432,NaMgFe5O8 (mp-2232432),NaMgFe5O8
mp-2232442,MgZn2(FeO2)4 (mp-2232442),MgZn2(FeO2)4
mp-2232450,Rb4Mg(WO4)2 (mp-2232450),Rb4Mg(WO4)2
mp-2232457,Ba2LaMgTa(CuO4)2 (mp-2232457),Ba2LaMgTa(CuO4)2
mp-2232467,Na2Sm2MgTi2O8 (mp-2232467),Na2Sm2MgTi2O8
mp-2232474,MgCo2P2(O4F)2 (mp-2232474),MgCo2P2(O4F)2
mp-2232475,Na4Mg(WO4)2 (mp-2232475),Na4Mg(WO4)2
mp-2232476,Gd2MgMo2(ClO4)2 (mp-2232476),Gd2MgMo2(ClO4)2
mp-2232631,MgFe4(CuO4)2 (mp-2232631),MgFe4(CuO4)2
mp-2232632,MgZn2(NiO2)4 (mp-2232632),MgZn2(NiO2)4
mp-2232633,NaMgV4O10 (mp-2232633),NaMgV4O10
mp-2232635,Ba3MgMnNb2O9 (mp-2232635),Ba3MgMnNb2O9
mp-2232637,MgCr2(PO5)2 (mp-2232637),MgCr2(PO5)2
mp-2232639,NaMg(Cu3O4)2 (mp-2232639),NaMg(Cu3O4)2
mp-2232641,Sr4MgV2Fe2(AsO3)2 (mp-2232641),Sr4MgV2Fe2(AsO3)2
mp-2232643,Ba3MgMn3O9 (mp-2232643),Ba3MgMn3O9
mp-2232649,MgZn2(FeO2)4 (mp-2232649),MgZn2(FeO2)4
mp-2232651,Mg(Bi2O5)2 (mp-2232651),Mg(Bi2O5)2
mp-2232652,MgZn2(FeO2)4 (mp-2232652),MgZn2(FeO2)4
mp-2232657,MgZn2(FeO2)4 (mp-2232657),MgZn2(FeO2)4
mp-2232356,NaMgFe5O8 (mp-2232356),NaMgFe5O8
mp-2232358,MgZn2(NiS2)4 (mp-2232358),MgZn2(NiS2)4
mp-2232359,MgMn4(CuO4)2 (mp-2232359),MgMn4(CuO4)2
mp-2232367,Mg(Sb2O5)2 (mp-2232367),Mg(Sb2O5)2
mp-2232368,MgCo4(NiO4)2 (mp-2232368),MgCo4(NiO4)2
mp-2232369,MgMn2(FeO2)4 (mp-2232369),MgMn2(FeO2)4
mp-2232376,Na2Mg(FeO2)4 (mp-2232376),Na2Mg(FeO2)4
mp-2232379,Sr2SmMgTa(CuO4)2 (mp-2232379),Sr2SmMgTa(CuO4)2
mp-2232381,MgMn4(ZnS4)2 (mp-2232381),MgMn4(ZnS4)2
mp-2232391,MgTl4(WO4)2 (mp-2232391),MgTl4(WO4)2
mp-2232393,MgFe2Si2BiO9 (mp-2232393),MgFe2Si2BiO9
mp-2232412,MgFe2(NiO2)4 (mp-2232412),MgFe2(NiO2)4
mp-2232486,MgCu2(SO5)2 (mp-2232486),MgCu2(SO5)2
mp-2232487,Tm2MgMo2(ClO4)2 (mp-2232487),Tm2MgMo2(ClO4)2
mp-2232506,MgZn2(FeS2)4 (mp-2232506),MgZn2(FeS2)4
mp-2232509,MgCo4(CuO4)2 (mp-2232509),MgCo4(CuO4)2
mp-2232510,MgFe4(CuO4)2 (mp-2232510),MgFe4(CuO4)2
mp-2232522,MgV2P2(O4F)2 (mp-2232522),MgV2P2(O4F)2
mp-2232526,MgV4(O3F2)2 (mp-2232526),MgV4(O3F2)2
mp-2232528,Mg(Sb2O5)2 (mp-2232528),Mg(Sb2O5)2
mp-2232574,MgV2Zn4O8 (mp-2232574),MgV2Zn4O8
mp-2232624,MgZn2(FeO2)4 (mp-2232624),MgZn2(FeO2)4
mp-2232625,MgMn3V2O10 (mp-2232625),MgMn3V2O10
mp-2232629,MgFe4(NiO4)2 (mp-2232629),MgFe4(NiO4)2
mp-2232660,MgZn2(FeO2)4 (mp-2232660),MgZn2(FeO2)4
mp-2232663,MgFe4(NiO4)2 (mp-2232663),MgFe4(NiO4)2
mp-2232823,MgFe2Cu6SnS8 (mp-2232823),MgFe2Cu6SnS8
mp-2232825,MgTlV4O10 (mp-2232825),MgTlV4O10
mp-2232832,MgTi2(FeO2)4 (mp-2232832),MgTi2(FeO2)4
mp-2232837,MgCu2(RhS2)4 (mp-2232837),MgCu2(RhS2)4
mp-2232889,MgV4O5F7 (mp-2232889),MgV4O5F7
mp-2232902,MgTlCu2(SeO5)2 (mp-2232902),MgTlCu2(SeO5)2
mp-2232908,MgMn3V2O10 (mp-2232908),MgMn3V2O10
mp-2232910,K2La2MgTi3O10 (mp-2232910),K2La2MgTi3O10
mp-2232913,MgV4ZnO10 (mp-2232913),MgV4ZnO10
mp-2232915,Sr4MgV3O10 (mp-2232915),Sr4MgV3O10
mp-2232918,Na4MgTi3O8 (mp-2232918),Na4MgTi3O8
mp-2232925,MgMn5O9F (mp-2232925),MgMn5O9F
mp-2232665,MgCr2(PO5)2 (mp-2232665),MgCr2(PO5)2
mp-2232667,Na4Mg(WO4)2 (mp-2232667),Na4Mg(WO4)2
mp-2232671,MgMn5O9F (mp-2232671),MgMn5O9F
mp-2232673,Y2MgCr3O9 (mp-2232673),Y2MgCr3O9
mp-2232676,Ba3SrMgNb2O9 (mp-2232676),Ba3SrMgNb2O9
mp-2232677,MgFe4(CoO4)2 (mp-2232677),MgFe4(CoO4)2
mp-2232683,Mg(WO3)4 (mp-2232683),Mg(WO3)4
mp-2232686,MgCr2(PO5)2 (mp-2232686),MgCr2(PO5)2
mp-2232687,MgV4SnO12 (mp-2232687),MgV4SnO12
mp-2232688,KMgMn2(MoO5)2 (mp-2232688),KMgMn2(MoO5)2
mp-2232689,MgCr2(PO5)2 (mp-2232689),MgCr2(PO5)2
mp-2232693,MgZn2(FeO2)4 (mp-2232693),MgZn2(FeO2)4
mp-2232745,MgFeCuAs2PbO10 (mp-2232745),MgFeCuAs2PbO10
mp-2232749,MgCu6PbO8 (mp-2232749),MgCu6PbO8
mp-2232752,Mg(Cr2S5)2 (mp-2232752),Mg(Cr2S5)2
mp-2232754,Ba3MgNb2CoO9 (mp-2232754),Ba3MgNb2CoO9
mp-2232778,Y2MgCr3O9 (mp-2232778),Y2MgCr3O9
mp-2232779,MgTi2(FeO2)4 (mp-2232779),MgTi2(FeO2)4
mp-2232789,Na2MgMnP2O7F3 (mp-2232789),Na2MgMnP2O7F3
mp-2232790,Na6Mg(CoO3)2 (mp-2232790),Na6Mg(CoO3)2
mp-2232792,MgMn5O9F (mp-2232792),MgMn5O9F
mp-2232802,MgV(SbO3)4 (mp-2232802),MgV(SbO3)4
mp-2232821,Na4MgTi3O8 (mp-2232821),Na4MgTi3O8
mp-2232822,MgMnCd6O8 (mp-2232822),MgMnCd6O8
mp-2232695,Ba3SrMgNb2O9 (mp-2232695),Ba3SrMgNb2O9
mp-2232697,MgZn2(CoS2)4 (mp-2232697),MgZn2(CoS2)4
mp-2232699,MgZn2(NiO2)4 (mp-2232699),MgZn2(NiO2)4
mp-2232700,Ba3MgNb2ZnO9 (mp-2232700),Ba3MgNb2ZnO9
mp-2232704,MgCd2(CoO2)4 (mp-2232704),MgCd2(CoO2)4
mp-2232705,MgZn2(CoS2)4 (mp-2232705),MgZn2(CoS2)4
mp-2232707,MgV4ZnO10 (mp-2232707),MgV4ZnO10
mp-2232710,NaMgV4O10 (mp-2232710),NaMgV4O10
mp-2232713,MgV(SbO3)4 (mp-2232713),MgV(SbO3)4
mp-2232721,MgNb2(PO5)2 (mp-2232721),MgNb2(PO5)2
mp-2232725,Ba3SrMgNb2O9 (mp-2232725),Ba3SrMgNb2O9
mp-2232736,MgCd2(CoO2)4 (mp-2232736),MgCd2(CoO2)4
mp-2232926,Ba2YMg(CuO2)4 (mp-2232926),Ba2YMg(CuO2)4
mp-2232936,MgZn2(FeO2)4 (mp-2232936),MgZn2(FeO2)4
mp-2232938,MgFe5CuO8 (mp-2232938),MgFe5CuO8
mp-2232954,MgFe2Cu6SnS8 (mp-2232954),MgFe2Cu6SnS8
mp-2232972,Mg(Cr2S5)2 (mp-2232972),Mg(Cr2S5)2
mp-2232976,MgCu2(RhS2)4 (mp-2232976),MgCu2(RhS2)4
mp-2233000,MgV4O5F7 (mp-2233000),MgV4O5F7
mp-2233015,MgMn3V2O10 (mp-2233015),MgMn3V2O10
mp-2233030,MgTi4Pb2O9F2 (mp-2233030),MgTi4Pb2O9F2
mp-2233035,MgTi2(FeO2)4 (mp-2233035),MgTi2(FeO2)4
mp-2233040,Ba2DyMg(CuO2)4 (mp-2233040),Ba2DyMg(CuO2)4
mp-2233050,MgV4ZnO10 (mp-2233050),MgV4ZnO10
mp-2233053,MgCu6PbO8 (mp-2233053),MgCu6PbO8
mp-2233226,Ba3MgMnNb2O9 (mp-2233226),Ba3MgMnNb2O9
mp-2233244,Ba2HoMg(CuO2)4 (mp-2233244),Ba2HoMg(CuO2)4
mp-2233248,MgCu2Ag(SeO5)2 (mp-2233248),MgCu2Ag(SeO5)2
mp-2233262,MgCu2(RhS2)4 (mp-2233262),MgCu2(RhS2)4
mp-2233264,NaMgCo2(MoO5)2 (mp-2233264),NaMgCo2(MoO5)2
mp-2233299,MgV(SbO3)4 (mp-2233299),MgV(SbO3)4
mp-2233316,MgFe2Cu6SnS8 (mp-2233316),MgFe2Cu6SnS8
mp-2233328,Lu4MgTi2O10 (mp-2233328),Lu4MgTi2O10
mp-2233356,MgCu2Ag(SO5)2 (mp-2233356),MgCu2Ag(SO5)2
mp-2233395,MgCo3SbO8 (mp-2233395),MgCo3SbO8
mp-2233403,YMgCu(WO4)2 (mp-2233403),YMgCu(WO4)2
mp-2233425,MgV3CoO8 (mp-2233425),MgV3CoO8
mp-2233438,MgMn3TeO8 (mp-2233438),MgMn3TeO8
mp-2233440,YMgCu(WO4)2 (mp-2233440),YMgCu(WO4)2
mp-2233445,MgNi2(PO4)2 (mp-2233445),MgNi2(PO4)2
mp-2233456,Mg(CoO2)4 (mp-2233456),Mg(CoO2)4
mp-2233518,Na4MgV2O6 (mp-2233518),Na4MgV2O6
mp-2233530,MgV2(FeO4)2 (mp-2233530),MgV2(FeO4)2
mp-2233533,MgV2In2O8 (mp-2233533),MgV2In2O8
mp-2233563,Mg(BiO2)4 (mp-2233563),Mg(BiO2)4
mp-2233567,Mg(BiO2)4 (mp-2233567),Mg(BiO2)4
mp-2233607,Mg(CoO2)4 (mp-2233607),Mg(CoO2)4
mp-2233628,MgCo3SbO8 (mp-2233628),MgCo3SbO8
mp-2233639,Ba2Mg(WO4)2 (mp-2233639),Ba2Mg(WO4)2
mp-2233064,MgMn(Ni3O4)2 (mp-2233064),MgMn(Ni3O4)2
mp-2233075,MgCo4(HgO4)2 (mp-2233075),MgCo4(HgO4)2
mp-2233083,RbMgV4O10 (mp-2233083),RbMgV4O10
mp-2233108,BaMgZn(FeO2)4 (mp-2233108),BaMgZn(FeO2)4
mp-2233116,MgV4SnO12 (mp-2233116),MgV4SnO12
